date,body_part,exercise,set_no,weight_kg,reps,volume_kg
2025-04-22,Chest/ Shoulders,Lateral raises,2,5.0,10.5,52.5
2025-04-22,Chest/ Shoulders,Lateral raises,1,5.0,10.0,50.0
2025-04-22,Chest/ Shoulders,Pec dec,3,25.0,9.0,225.0
2025-04-22,Chest/ Shoulders,Pec dec,2,25.0,7.0,175.0
2025-04-22,Chest/ Shoulders,Dumbbell OHP,3,12.5,7.5,93.75
2025-04-22,Chest/ Shoulders,Dumbbell OHP,2,12.5,6.5,81.25
2025-04-22,Chest/ Shoulders,Dumbbell OHP,1,12.5,7.5,93.75
2025-04-22,Chest/ Shoulders,Incline dumbbell press,3,15.0,6.5,97.5
2025-04-22,Chest/ Shoulders,Incline dumbbell press,2,15.0,7.5,112.5
2025-04-22,Chest/ Shoulders,Incline dumbbell press,1,15.0,7.5,112.5
2025-04-22,Chest/ Shoulders,Pec dec,1,25.0,8.0,200.0
2025-04-23,Legs,Adductor into abductor,1,20.0,10.0,200.0
2025-04-23,Legs,Cable crunches,1,54.0,10.0,540.0
2025-04-23,Legs,Cable crunches,2,54.0,11.0,594.0
2025-04-23,Legs,Calf raises,3,25.0,10.0,250.0
2025-04-23,Legs,Calf raises,2,25.0,10.0,250.0
2025-04-23,Legs,Calf raises,1,25.0,10.0,250.0
2025-04-23,Legs,Adductor into abductor,2,20.0,10.0,200.0
2025-04-23,Legs,Lying hamstring curls,2,20.0,5.0,100.0
2025-04-23,Legs,Leg press,2,80.0,6.0,480.0
2025-04-23,Legs,RDL,3,15.0,10.0,150.0
2025-04-23,Legs,RDL,2,15.0,10.0,150.0
2025-04-23,Legs,RDL,1,15.0,9.0,135.0
2025-04-23,Legs,Leg extension,2,30.0,7.0,210.0
2025-04-23,Legs,Leg extension,1,30.0,9.0,270.0
2025-04-23,Legs,Leg press,3,80.0,5.0,400.0
2025-04-23,Legs,Leg press,1,80.0,6.0,480.0
2025-04-23,Legs,Lying hamstring curls,1,20.0,6.0,120.0
2025-04-24,Arms,Lying leg raises,2,56.0,11.0,616.0
2025-04-24,Arms,Lying leg raises,1,56.0,15.0,840.0
2025-04-24,Arms,Forearm curls into Reverse Forearm curls,1,5.0,16.0,80.0
2025-04-24,Arms,Hammer curls,3,10.0,4.0,40.0
2025-04-24,Arms,Hammer curls,2,5.0,20.0,100.0
2025-04-24,Arms,Hammer curls,1,5.0,19.0,95.0
2025-04-24,Arms,Alternating bicep curls,2,7.5,19.5,146.25
2025-04-24,Arms,Alternating bicep curls,1,5.0,30.0,150.0
2025-04-24,Arms,Cable curls,1,22.5,16.0,360.0
2025-04-24,Arms,Overhead triceps extension,3,18.0,9.0,162.0
2025-04-24,Arms,Overhead triceps extension,2,18.0,8.5,153.0
2025-04-24,Arms,Overhead triceps extension,1,14.0,14.0,196.0
2025-04-24,Arms,Triceps pushdown,3,22.5,14.0,315.0
2025-04-24,Arms,Triceps pushdown,2,22.5,15.0,337.5
2025-04-24,Arms,Triceps pushdown,1,22.5,15.0,337.5
2025-04-24,Arms,Cable curls,2,22.5,19.0,427.5
2025-04-28,Back,Pull ups,1,56.0,6.0,336.0
2025-04-28,Back,Cable crime,2,54.0,9.0,486.0
2025-04-28,Back,Cable crime,1,54.0,10.0,540.0
2025-04-28,Back,Hip flexion,2,5.0,9.0,45.0
2025-04-28,Back,Hip flexion,1,5.0,9.0,45.0
2025-04-28,Back,Cable rows,3,59.0,9.0,531.0
2025-04-28,Back,Cable rows,2,59.0,9.0,531.0
2025-04-28,Back,Pull ups,2,56.0,5.0,280.0
2025-04-28,Back,T bar rows,3,25.0,9.0,225.0
2025-04-28,Back,T bar rows,2,25.0,10.0,250.0
2025-04-28,Back,T bar rows,1,25.0,9.0,225.0
2025-04-28,Back,Lat Pulldown,3,40.0,7.0,280.0
2025-04-28,Back,Lat Pulldown,2,40.0,6.0,240.0
2025-04-28,Back,Lat Pulldown,1,40.0,7.0,280.0
2025-04-28,Back,Cable rows,1,59.0,9.5,560.5
2025-04-29,Chest,Push ups,2,36.4,12.0,436.79999999999995
2025-04-29,Chest,Push ups,1,36.4,12.0,436.79999999999995
2025-04-29,Chest,Cable crunches,2,54.0,10.0,540.0
2025-04-29,Chest,Cable crunches,1,54.0,10.0,540.0
2025-04-29,Chest,Pec dec,3,25.0,8.0,200.0
2025-04-29,Chest,Pec dec,2,25.0,9.0,225.0
2025-04-29,Chest,Pec dec,1,25.0,8.0,200.0
2025-04-29,Chest,Incline dumbbell press,2,15.0,6.5,97.5
2025-04-29,Chest,Incline dumbbell press,1,15.0,7.5,112.5
2025-04-29,Chest,Flat dumbbell press,3,15.0,7.0,105.0
2025-04-29,Chest,Flat dumbbell press,2,15.0,8.0,120.0
2025-04-29,Chest,Flat dumbbell press,1,10.0,9.0,90.0
2025-04-29,Chest,Incline dumbbell press,3,15.0,7.5,112.5
2025-04-30,Legs,Adductor into abductor,1,20.0,10.0,200.0
2025-04-30,Legs,Cable crunches,1,50.0,11.0,550.0
2025-04-30,Legs,Calf raises,3,25.0,9.5,237.5
2025-04-30,Legs,Cable crunches,2,50.0,12.0,600.0
2025-04-30,Legs,Calf raises,2,25.0,10.5,262.5
2025-04-30,Legs,Calf raises,1,25.0,10.0,250.0
2025-04-30,Legs,Adductor into abductor,2,20.0,12.0,240.0
2025-04-30,Legs,RDL,3,15.0,10.0,150.0
2025-04-30,Legs,Leg press,1,80.0,8.0,640.0
2025-04-30,Legs,RDL,1,15.0,10.0,150.0
2025-04-30,Legs,RDL,2,15.0,10.0,150.0
2025-04-30,Legs,Lying Hamstring curls,2,20.0,5.0,100.0
2025-04-30,Legs,Leg press,2,80.0,6.0,480.0
2025-04-30,Legs,Lying Hamstring curls,1,20.0,6.5,130.0
2025-04-30,Legs,Leg extension,1,30.0,8.0,240.0
2025-04-30,Legs,Leg press,3,80.0,6.5,520.0
2025-04-30,Legs,Leg extension,2,30.0,7.0,210.0
2025-05-01,Shoulders,OHP,1,12.5,6.5,81.25
2025-05-01,Shoulders,OHP,2,12.5,6.5,81.25
2025-05-01,Shoulders,OHP,3,12.5,6.5,81.25
2025-05-01,Shoulders,Rev pec dec,1,20.0,9.5,190.0
2025-05-01,Shoulders,Rev pec dec,2,20.0,8.0,160.0
2025-05-01,Shoulders,Rev pec dec,3,20.0,8.0,160.0
2025-05-01,Shoulders,Lateral raises,1,5.0,10.0,50.0
2025-05-01,Shoulders,Lateral raises,2,5.0,10.0,50.0
2025-05-01,Shoulders,Lateral raises,3,5.0,10.0,50.0
2025-05-06,Back/rear delt,Rev pec dec,3,15.0,10.0,150.0
2025-05-06,Back/rear delt,Cable crunches,1,40.0,12.0,480.0
2025-05-06,Back/rear delt,Shrugs,2,12.5,12.0,150.0
2025-05-06,Back/rear delt,Shrugs,1,12.5,11.0,137.5
2025-05-06,Back/rear delt,Rev pec dec,2,15.0,11.0,165.0
2025-05-06,Back/rear delt,Rev pec dec,1,15.0,13.0,195.0
2025-05-06,Back/rear delt,Cable rows,2,30.0,15.0,450.0
2025-05-06,Back/rear delt,Cable rows,1,30.0,15.0,450.0
2025-05-06,Back/rear delt,Lat Pulldown,3,30.0,8.0,240.0
2025-05-06,Back/rear delt,Lat Pulldown,2,30.0,8.0,240.0
2025-05-06,Back/rear delt,Lat Pulldown,1,30.0,8.0,240.0
2025-05-06,Back/rear delt,Cable rows,3,30.0,15.0,450.0
2025-05-12,Back,Hip flexion,2,56.0,10.0,560.0
2025-05-12,Back,Hip flexion,1,56.0,10.0,560.0
2025-05-12,Back,T bar rows,3,10.0,15.0,150.0
2025-05-12,Back,T bar rows,2,10.0,15.0,150.0
2025-05-12,Back,T bar rows,1,10.0,15.0,150.0
2025-05-12,Back,Lat Pulldown,3,30.0,9.0,270.0
2025-05-12,Back,Cable rows,2,32.0,15.0,480.0
2025-05-12,Back,Cable rows,1,32.0,15.0,480.0
2025-05-12,Back,Lat Pulldown,2,30.0,9.0,270.0
2025-05-12,Back,Lat Pulldown,1,30.0,10.0,300.0
2025-05-12,Back,Cable rows,3,32.0,15.0,480.0
2025-05-12,Back,Cable crunches,1,50.0,12.0,600.0
2025-05-13,Chest,Pec dec,3,20.0,9.0,180.0
2025-05-13,Chest,Pec dec,1,20.0,12.0,240.0
2025-05-13,Chest,Cable crunches,1,41.0,15.0,615.0
2025-05-13,Chest,Flat dumbbell press,3,12.5,10.0,125.0
2025-05-13,Chest,Pec dec,2,20.0,10.5,210.0
2025-05-13,Chest,Flat dumbbell press,1,12.5,10.0,125.0
2025-05-13,Chest,Incline dumbbell press,3,12.5,9.5,118.75
2025-05-13,Chest,Flat dumbbell press,2,12.5,10.0,125.0
2025-05-13,Chest,Incline dumbbell press,2,12.5,10.0,125.0
2025-05-13,Chest,Incline dumbbell press,1,12.5,10.0,125.0
2025-05-14,Legs,Cable crunches,1,41.0,13.0,533.0
2025-05-14,Legs,Calf raises,3,56.0,20.0,1120.0
2025-05-14,Legs,Calf raises,2,15.0,10.0,150.0
2025-05-14,Legs,Calf raises,1,15.0,12.0,180.0
2025-05-14,Legs,Adductor into abductor,1,15.0,10.0,150.0
2025-05-14,Legs,Adductor into abductor,2,15.0,10.0,150.0
2025-05-14,Legs,Leg extension,1,20.0,10.0,200.0
2025-05-14,Legs,RDL,2,10.0,12.0,120.0
2025-05-14,Legs,RDL,1,10.0,12.0,120.0
2025-05-14,Legs,Leg press,2,15.0,7.0,105.0
2025-05-14,Legs,Leg press,1,15.0,8.0,120.0
2025-05-14,Legs,Lying Hamstring curls,2,15.0,6.5,97.5
2025-05-14,Legs,Lying Hamstring curls,1,15.0,8.0,120.0
2025-05-14,Legs,Leg extension,2,20.0,9.0,180.0
2025-05-15,Shoulders,Upright rows,2,5.0,12.0,60.0
2025-05-15,Shoulders,Cable crunches,1,40.0,12.0,480.0
2025-05-15,Shoulders,Shrugs,2,12.5,15.0,187.5
2025-05-15,Shoulders,Shrugs,1,12.5,15.0,187.5
2025-05-15,Shoulders,Upright rows,1,5.0,11.0,55.0
2025-05-15,Shoulders,Standing Barbell OHP,1,5.0,8.0,40.0
2025-05-15,Shoulders,Lateral raises,2,5.0,10.0,50.0
2025-05-15,Shoulders,Lateral raises,1,5.0,11.0,55.0
2025-05-15,Shoulders,Rev pec dec,3,15.0,11.5,172.5
2025-05-15,Shoulders,Rev pec dec,2,15.0,13.0,195.0
2025-05-15,Shoulders,Rev pec dec,1,15.0,13.0,195.0
2025-05-15,Shoulders,Standing Barbell OHP,3,5.0,6.5,32.5
2025-05-15,Shoulders,Standing Barbell OHP,2,5.0,7.5,37.5
2025-05-15,Shoulders,Lateral raises,3,5.0,11.0,55.0
2025-05-16,Arms,Preacher curls,2,10.0,7.0,70.0
2025-05-16,Arms,Cable crunches,1,41.0,12.0,492.0
2025-05-16,Arms,Alternating hammer curls,2,5.0,20.0,100.0
2025-05-16,Arms,Alternating hammer curls,1,5.0,20.0,100.0
2025-05-16,Arms,Preacher curls,1,10.0,8.0,80.0
2025-05-16,Arms,Cable curls,1,15.0,16.0,240.0
2025-05-16,Arms,Overhead triceps extension,3,10.0,10.5,105.0
2025-05-16,Arms,Overhead triceps extension,2,10.0,10.0,100.0
2025-05-16,Arms,Overhead triceps extension,1,10.0,10.0,100.0
2025-05-16,Arms,Triceps pushdown,3,15.0,12.0,180.0
2025-05-16,Arms,Triceps pushdown,2,15.0,12.0,180.0
2025-05-16,Arms,Triceps pushdown,1,15.0,14.0,210.0
2025-05-16,Arms,Cable curls,2,15.0,15.0,225.0
2025-05-26,Back,Hip flexion,1,5.0,9.0,45.0
2025-05-26,Back,Cable crunches,1,45.0,10.0,450.0
2025-05-26,Back,Cable rows,2,45.0,11.5,517.5
2025-05-26,Back,Lat Pulldown,2,40.0,7.0,280.0
2025-05-26,Back,Lat Pulldown,1,40.0,8.0,320.0
2025-05-26,Back,T bar rows,2,20.0,10.0,200.0
2025-05-26,Back,T bar rows,1,20.0,10.0,200.0
2025-05-26,Back,Cable rows,1,45.0,10.0,450.0
2025-05-27,Chest,Cable crunches,1,45.0,12.0,540.0
2025-05-27,Chest,Pec dec,2,25.0,8.5,212.5
2025-05-27,Chest,Flat dumbbell press,2,15.0,7.5,112.5
2025-05-27,Chest,Flat dumbbell press,1,15.0,7.5,112.5
2025-05-27,Chest,Incline dumbbell press,2,15.0,6.5,97.5
2025-05-27,Chest,Incline dumbbell press,1,15.0,8.5,127.5
2025-05-27,Chest,Pec dec,1,25.0,9.5,237.5
2025-05-28,Legs,Adductor into abductor,2,20.0,9.0,180.0
2025-05-28,Legs,Cable crunches,1,45.0,11.0,495.0
2025-05-28,Legs,Calf raises,2,20.0,10.5,210.0
2025-05-28,Legs,Calf raises,1,20.0,10.5,210.0
2025-05-28,Legs,Adductor into abductor,1,20.0,8.0,160.0
2025-05-28,Legs,Leg extension,1,30.0,10.0,300.0
2025-05-28,Legs,Leg press,1,70.0,8.0,560.0
2025-05-28,Legs,Leg press,2,70.0,6.0,420.0
2025-05-28,Legs,RDL,1,12.5,11.5,143.75
2025-05-28,Legs,Leg extension,2,30.0,8.0,240.0
2025-05-28,Legs,Lying Hamstring curls,1,20.0,6.0,120.0
2025-05-28,Legs,Lying Hamstring curls,2,20.0,4.0,80.0
2025-05-28,Legs,RDL,2,12.5,12.5,156.25
2025-05-29,Shoulders,Cable crunches,1,45.0,13.0,585.0
2025-05-29,Shoulders,Barbell Shrugs,1,20.0,10.5,210.0
2025-05-29,Shoulders,Barbell Shrugs,2,20.0,11.5,230.0
2025-05-29,Shoulders,Rev pec dec,2,25.0,6.0,150.0
2025-05-29,Shoulders,Rev pec dec,1,20.0,9.5,190.0
2025-05-29,Shoulders,OHP,2,12.5,10.0,125.0
2025-05-29,Shoulders,OHP,1,12.5,7.5,93.75
2025-05-29,Shoulders,Lateral raises,2,5.0,10.0,50.0
2025-05-29,Shoulders,Lateral raises,1,5.0,10.5,52.5
2025-05-30,Arms,Preacher curls,2,10.0,8.0,80.0
2025-05-30,Arms,Cable crunches,1,45.0,11.0,495.0
2025-05-30,Arms,Hammer curls,1,5.0,20.0,100.0
2025-05-30,Arms,Preacher curls,1,10.0,8.0,80.0
2025-05-30,Arms,Ez bar curls,1,5.0,13.0,65.0
2025-05-30,Arms,Overheard triceps extension,2,10.0,13.0,130.0
2025-05-30,Arms,Overheard triceps extension,1,15.0,6.5,97.5
2025-05-30,Arms,Triceps pushdown,2,20.0,13.0,260.0
2025-05-30,Arms,Triceps pushdown,1,20.0,12.0,240.0
2025-05-30,Arms,Ez bar curls,2,5.0,13.5,67.5
2025-06-02,Back/Rear Delt,Cable crunches,1,50.0,12.0,600.0
2025-06-02,Back/Rear Delt,Hip flexion,2,5.0,8.0,40.0
2025-06-02,Back/Rear Delt,Hip flexion,1,5.0,9.0,45.0
2025-06-02,Back/Rear Delt,Rev pec dec,2,25.0,4.0,100.0
2025-06-02,Back/Rear Delt,Rev pec dec,1,25.0,7.5,187.5
2025-06-02,Back/Rear Delt,Cable rows,1,54.0,9.0,486.0
2025-06-02,Back/Rear Delt,T bar rows,2,30.0,6.0,180.0
2025-06-02,Back/Rear Delt,T bar rows,1,25.0,10.0,250.0
2025-06-02,Back/Rear Delt,Lat Pulldown,2,40.0,6.0,240.0
2025-06-02,Back/Rear Delt,Lat Pulldown,1,40.0,7.0,280.0
2025-06-02,Back/Rear Delt,Cable rows,2,54.0,11.5,621.0
2025-06-03,Chest/Shoulders,Dips,1,53.199999999999996,7.0,372.4
2025-06-03,Chest/Shoulders,Cable crunches,1,54.0,10.0,540.0
2025-06-03,Chest/Shoulders,Lat raises,2,5.0,11.0,55.0
2025-06-03,Chest/Shoulders,Pec dec,1,25.0,8.0,200.0
2025-06-03,Chest/Shoulders,Pec dec,2,25.0,8.0,200.0
2025-06-03,Chest/Shoulders,Lat raises,1,5.0,12.0,60.0
2025-06-03,Chest/Shoulders,Incline dumbbell press,1,15.0,7.5,112.5
2025-06-03,Chest/Shoulders,OHP,1,12.5,6.5,81.25
2025-06-03,Chest/Shoulders,OHP,2,12.5,7.5,93.75
2025-06-03,Chest/Shoulders,Incline dumbbell press,2,15.0,7.5,112.5
2025-06-04,Legs,Cable crunches,1,50.0,11.0,550.0
2025-06-04,Legs,Calf raises,2,22.5,9.0,202.5
2025-06-04,Legs,Calf raises,1,22.5,12.0,270.0
2025-06-04,Legs,Adductor into abductor,2,20.0,12.0,240.0
2025-06-04,Legs,Adductor into abductor,1,20.0,12.0,240.0
2025-06-04,Legs,Lying Hamstring curls,1,20.0,5.5,110.0
2025-06-04,Legs,RDL,2,12.5,13.0,162.5
2025-06-04,Legs,RDL,1,12.5,12.0,150.0
2025-06-04,Legs,Leg extension,2,30.0,7.5,225.0
2025-06-04,Legs,Leg extension,1,30.0,8.0,240.0
2025-06-04,Legs,Leg press,2,70.0,7.0,490.0
2025-06-04,Legs,Leg press,1,70.0,8.0,560.0
2025-06-04,Legs,Lying Hamstring curls,2,15.0,6.0,90.0
2025-06-05,Arms,Cable crunches,1,50.0,10.0,500.0
2025-06-05,Arms,Hammer curls,1,7.5,9.0,67.5
2025-06-05,Arms,Preacher curls,2,10.0,9.0,90.0
2025-06-05,Arms,Ez bar curls,1,5.0,12.5,62.5
2025-06-05,Arms,Ez bar curls,2,10.0,6.5,65.0
2025-06-05,Arms,Triceps pushdown,2,22.5,14.5,326.25
2025-06-05,Arms,Triceps pushdown,1,22.5,15.0,337.5
2025-06-05,Arms,Overhead triceps extension,2,15.0,8.5,127.5
2025-06-05,Arms,Overhead triceps extension,1,15.0,8.5,127.5
2025-06-05,Arms,Preacher curls,1,10.0,9.5,95.0
2025-06-09,Back,Hip flexion,1,5.0,10.0,50.0
2025-06-09,Back,Hanging knee raises,1,22.400000000000002,14.0,313.6
2025-06-09,Back,Hip flexion,2,5.0,7.0,35.0
2025-06-09,Back,Cable rows,2,50.0,9.0,450.0
2025-06-09,Back,T bar rows,2,20.0,10.0,200.0
2025-06-09,Back,T bar rows,1,25.0,10.0,250.0
2025-06-09,Back,Lat Pulldown,2,40.0,6.0,240.0
2025-06-09,Back,Lat Pulldown,1,40.0,6.0,240.0
2025-06-09,Back,Cable rows,1,50.0,9.0,450.0
2025-06-10,Chest,Hanging knee raises,1,22.400000000000002,12.0,268.8
2025-06-10,Chest,Dips,1,53.199999999999996,8.0,425.59999999999997
2025-06-10,Chest,Flat dumbbell press,1,15.0,7.5,112.5
2025-06-10,Chest,Pec dec,1,25.0,7.5,187.5
2025-06-10,Chest,Flat dumbbell press,2,15.0,6.5,97.5
2025-06-10,Chest,Incline dumbbell press,2,17.5,5.5,96.25
2025-06-10,Chest,Incline dumbbell press,1,17.5,6.5,113.75
2025-06-10,Chest,Pec dec,2,25.0,8.0,200.0
2025-06-11,Legs,Hanging knee raises,2,22.400000000000002,4.0,89.60000000000001
2025-06-11,Legs,Calf raises,2,22.5,9.5,213.75
2025-06-11,Legs,Calf raises,1,22.5,11.5,258.75
2025-06-11,Legs,Adductor into abductor,2,20.0,12.0,240.0
2025-06-11,Legs,Adductor into abductor,1,20.0,10.0,200.0
2025-06-11,Legs,Hanging knee raises,1,22.400000000000002,13.0,291.20000000000005
2025-06-11,Legs,Lying leg curls,1,20.0,6.5,130.0
2025-06-11,Legs,Leg press,1,80.0,8.0,640.0
2025-06-11,Legs,Leg press,2,80.0,6.0,480.0
2025-06-11,Legs,Leg extension,1,30.0,9.5,285.0
2025-06-11,Legs,Lying leg curls,2,20.0,4.0,80.0
2025-06-11,Legs,RDL,1,12.5,10.0,125.0
2025-06-11,Legs,RDL,2,12.5,12.0,150.0
2025-06-11,Legs,Leg extension,2,30.0,7.0,210.0
2025-06-12,Shoulders,Hanging knee raises,1,22.400000000000002,12.0,268.8
2025-06-12,Shoulders,Barbell shrugs,2,20.0,10.0,200.0
2025-06-12,Shoulders,Barbell shrugs,1,20.0,10.0,200.0
2025-06-12,Shoulders,Lateral raises,2,5.0,10.5,52.5
2025-06-12,Shoulders,Rev pec dec,2,25.0,8.5,212.5
2025-06-12,Shoulders,OHP,2,12.5,6.5,81.25
2025-06-12,Shoulders,OHP,1,15.0,4.5,67.5
2025-06-12,Shoulders,Lateral raises,1,5.0,9.5,47.5
2025-06-12,Shoulders,Rev pec dec,1,25.0,8.5,212.5
2025-06-13,Arms,Hanging knee raises,1,22.400000000000002,12.0,268.8
2025-06-13,Arms,Ez bar curls,2,10.0,9.5,95.0
2025-06-13,Arms,Forearm curls into Reverse Forearm curls,2,2.5,14.0,35.0
2025-06-13,Arms,Forearm curls into Reverse Forearm curls,1,5.0,10.0,50.0
2025-06-13,Arms,Overhead triceps extension,2,15.0,8.5,127.5
2025-06-13,Arms,Preacher curls,2,10.0,7.0,70.0
2025-06-13,Arms,Preacher curls,1,10.0,9.5,95.0
2025-06-13,Arms,Ez bar curls,1,10.0,8.5,85.0
2025-06-13,Arms,Overhead triceps extension,1,15.0,9.5,142.5
2025-06-13,Arms,Hammer curls,1,7.5,10.0,75.0
2025-06-16,Back,Cable crunches,1,50.0,12.0,600.0
2025-06-16,Back,Pec dec,2,30.0,7.5,225.0
2025-06-16,Back,Pec dec,1,30.0,7.5,225.0
2025-06-16,Back,Flat dumbbell press,2,15.0,7.5,112.5
2025-06-16,Back,Flat dumbbell press,1,15.0,5.5,82.5
2025-06-16,Back,Incline dumbbell press,2,15.0,6.5,97.5
2025-06-16,Back,Incline dumbbell press,1,17.5,5.5,96.25
2025-06-16,Back,Machine T bar rows,2,20.0,9.5,190.0
2025-06-16,Back,Cable rows,1,50.0,11.5,575.0
2025-06-16,Back,Machine T bar rows,1,20.0,10.0,200.0
2025-06-16,Back,Hip flexion,1,5.0,9.5,47.5
2025-06-16,Back,Hip flexion,2,5.0,9.5,47.5
2025-06-16,Back,Cable rows,2,50.0,11.5,575.0
2025-06-18,Legs,Cable crunches,1,50.0,11.0,550.0
2025-06-18,Legs,Calf raises,2,22.5,9.5,213.75
2025-06-18,Legs,Calf raises,1,22.5,12.5,281.25
2025-06-18,Legs,Adductor into abductor,2,25.0,11.0,275.0
2025-06-18,Legs,Adductor into abductor,1,25.0,11.0,275.0
2025-06-18,Legs,Lying Hamstring curls,1,20.0,6.5,130.0
2025-06-18,Legs,RDL,2,12.5,14.0,175.0
2025-06-18,Legs,RDL,1,12.5,12.0,150.0
2025-06-18,Legs,Leg extension,2,30.0,7.5,225.0
2025-06-18,Legs,Leg extension,1,30.0,8.5,255.0
2025-06-18,Legs,Leg press,2,80.0,8.0,640.0
2025-06-18,Legs,Leg press,1,80.0,7.5,600.0
2025-06-18,Legs,Lying Hamstring curls,2,20.0,5.0,100.0
2025-06-19,Shoulders,Barbell shrugs,2,20.0,10.0,200.0
2025-06-19,Shoulders,Cable crunches,1,50.0,10.0,500.0
2025-06-19,Shoulders,Barbell shrugs,1,20.0,10.0,200.0
2025-06-19,Shoulders,OHP,1,12.5,7.5,93.75
2025-06-19,Shoulders,Rev pec dec,1,25.0,8.5,212.5
2025-06-19,Shoulders,Lateral raises,2,5.0,10.0,50.0
2025-06-19,Shoulders,Lateral raises,1,5.0,12.0,60.0
2025-06-19,Shoulders,OHP,2,12.5,7.5,93.75
2025-06-19,Shoulders,Rev pec dec,2,25.0,7.5,187.5
2025-06-20,Arms,Cable crunches,1,50.0,11.0,550.0
2025-06-20,Arms,Forearm curls into Reverse Forearm curls,1,5.0,13.0,65.0
2025-06-20,Arms,Triceps pushdown,2,27.0,10.0,270.0
2025-06-20,Arms,Triceps pushdown,1,27.0,13.0,351.0
2025-06-20,Arms,Overhead triceps extension,1,22.5,8.0,180.0
2025-06-20,Arms,Hammer curls,1,7.5,9.0,67.5
2025-06-20,Arms,Preacher curls,2,10.0,7.0,70.0
2025-06-20,Arms,Preacher curls,1,10.0,8.5,85.0
2025-06-20,Arms,Ez bar curls,2,10.0,7.0,70.0
2025-06-20,Arms,Ez bar curls,1,10.0,8.0,80.0
2025-06-20,Arms,Overhead triceps extension,2,22.5,8.5,191.25
2025-06-23,Back,Hanging knee raises,1,3.0,11.0,33.0
2025-06-23,Back,Hip flexion,1,5.0,10.0,50.0
2025-06-23,Back,Pendlay rows,2,15.0,15.0,225.0
2025-06-23,Back,Cable rows,2,50.0,11.0,550.0
2025-06-23,Back,Cable rows,1,45.0,11.0,495.0
2025-06-23,Back,Lat Pulldown,2,40.0,5.0,200.0
2025-06-23,Back,Lat Pulldown,1,40.0,6.0,240.0
2025-06-23,Back,Pendlay rows,1,15.0,15.0,225.0
2025-06-24,Chest,Dips,1,53.199999999999996,11.0,585.1999999999999
2025-06-24,Chest,Hanging knee raises,1,3.0,11.0,33.0
2025-06-24,Chest,Pec dec,2,30.0,8.5,255.0
2025-06-24,Chest,Flat dumbbell press,2,15.0,7.5,112.5
2025-06-24,Chest,Flat dumbbell press,1,15.0,8.5,127.5
2025-06-24,Chest,Incline dumbbell press,2,17.5,5.5,96.25
2025-06-24,Chest,Incline dumbbell press,1,17.5,6.5,113.75
2025-06-24,Chest,Pec dec,1,30.0,7.5,225.0
2025-06-25,Legs,Calf raises,2,22.5,11.0,247.5
2025-06-25,Legs,Calf raises,1,22.5,12.0,270.0
2025-06-25,Legs,Adductor into abductor,2,30.0,9.0,270.0
2025-06-25,Legs,Adductor into abductor,1,30.0,8.0,240.0
2025-06-25,Legs,Lying Hamstring curls,2,20.0,6.0,120.0
2025-06-25,Legs,Lying Hamstring curls,1,20.0,8.0,160.0
2025-06-25,Legs,RDL,2,12.5,14.0,175.0
2025-06-25,Legs,RDL,1,12.5,14.0,175.0
2025-06-25,Legs,Leg extension,2,35.0,6.0,210.0
2025-06-25,Legs,Leg extension,1,35.0,8.0,280.0
2025-06-25,Legs,Leg press,2,80.0,6.5,520.0
2025-06-25,Legs,Leg press,1,80.0,9.0,720.0
2025-06-26,Shoulders,Hanging knee raises,1,3.0,11.0,33.0
2025-06-26,Shoulders,Shrugs,2,30.0,9.0,270.0
2025-06-26,Shoulders,Shrugs,1,20.0,12.0,240.0
2025-06-26,Shoulders,Rev pec dec,1,25.0,10.0,250.0
2025-06-26,Shoulders,Lateral raises,2,5.0,10.0,50.0
2025-06-26,Shoulders,Lateral raises,1,5.0,12.0,60.0
2025-06-26,Shoulders,OHP,2,12.5,8.5,106.25
2025-06-26,Shoulders,OHP,1,12.5,9.5,118.75
2025-06-26,Shoulders,Rev pec dec,2,25.0,8.5,212.5
2025-06-27,Arms,Overhead triceps extension,2,15.0,10.5,157.5
2025-06-27,Arms,Forearm curls into Reverse Forearm curls,1,5.0,13.0,65.0
2025-06-27,Arms,Triceps pushdown,2,27.0,9.0,243.0
2025-06-27,Arms,Triceps pushdown,1,27.0,9.0,243.0
2025-06-27,Arms,Hammer curls,1,7.5,9.0,67.5
2025-06-27,Arms,Preacher curls,2,10.0,9.0,90.0
2025-06-27,Arms,Preacher curls,1,10.0,9.0,90.0
2025-06-27,Arms,Ez bar curls,2,10.0,7.0,70.0
2025-06-27,Arms,Ez bar curls,1,10.0,8.0,80.0
2025-06-27,Arms,Overhead triceps extension,1,15.0,10.5,157.5
2025-06-30,Back,Cable crunches,1,54.0,11.0,594.0
2025-06-30,Back,Hip flexion,1,5.0,11.0,55.0
2025-06-30,Back,Lat Pulldown,2,40.0,7.0,280.0
2025-06-30,Back,Pendlay rows,1,15.0,13.0,195.0
2025-06-30,Back,Cable rows,2,54.0,9.0,486.0
2025-06-30,Back,Cable rows,1,50.0,12.0,600.0
2025-06-30,Back,Lat Pulldown,1,40.0,6.0,240.0
2025-06-30,Back,Pendlay rows,2,10.0,11.0,110.0
2025-07-03,Chest/Shoulder,Cable crunches,2,54.0,10.0,540.0
2025-07-03,Chest/Shoulder,Cable crunches,1,54.0,11.0,594.0
2025-07-03,Chest/Shoulder,Dumbell Shrugs,2,15.0,9.0,135.0
